#https://gist.github.com/tjohnman/f30ef58ff8dadbc765132234dd88bf7e
CITY, COUNTRY,LAT,LON
EXETER, ENGLAND,50.7344,-3.41389
BRISTOL, ENGLAND,51.5194,-2.59083
HATFIELD, ENGLAND,51.7667,0.25
OXFORD, ENGLAND,51.8369,-1.32
BENSON, ENGLAND,51.6161,-1.09556
LAKENHEATH, ENGLAND,52.4092,0.560833
MILDENHALL, ENGLAND,52.3608,0.488333
WATTISHAM, UK,52.1272,0.955833
WYTON, UK,52.3572,-0.107778
FAIRFORD, ENGLAND,51.6819,-1.79
BRIZE NORTON, ENGLAND,51.7497,-1.58361
ODIHAM, UK,51.2342,-0.942778
COSFORD, ENGLAND,52.64,-2.30556
NORTHOLT, UK,51.5528,-0.418056
CONINGSBY, ENGLAND,53.0928,-0.165833
DISHFORTH, ENGLAND,54.1369,-1.42
LEEMING, ENGLAND,54.2922,-1.535
CHURCH FENTON, ENGLAND,53.8342,-1.19528
HONINGTON, ENGLAND,52.3425,0.772778
COTTESMORE, ENGLAND,52.7356,-0.648611
SCAMPTON, UK,53.3075,-0.550833
WITTERING, UK,52.6125,-0.476389
LINTON-ON-OUSE, ENGLAND,54.0494,-1.25194
WADDINGTON, UK,53.1661,-0.523611
TOPCLIFFE, UK,54.2056,-1.38222
COLTISHALL, ENGLAND,52.7547,1.35722
CRANWELL, ENGLAND,53.0306,-0.481111
BARKSTON HEATH, ENGLAND,52.9622,-0.561389
MARHAM, UK,52.6483,0.550278
MOUNT PLEASANT, FALKLAND ISLANDS,-51.8228,-58.4472
AMSTERDAM, NETHERLANDS,52.3086,4.76389
WEERT, NETHERLANDS,51.2553,5.60139
MAASTRICHT, NETHERLANDS,50.9114,5.77
DEELEN, NETHERLANDS,52.0606,5.87306
DRACHTEN, NETHERLANDS,53.1192,6.12972
EINDHOVEN, NETHERLANDS,51.45,5.37444
GRONINGEN, NETHERLANDS,53.1194,6.57944
GILZE-RIJEN, NETHERLANDS,51.5678,4.93306
DE KOOY, NETHERLANDS,52.9233,4.78056
LELYSTAD, NETHERLANDS,52.4603,5.52722
LEEUWARDEN, NETHERLANDS,53.2286,5.76056
ROTTERDAM, NETHERLANDS,51.9572,4.44167
SOESTERBERG, NETHERLANDS,52.1269,5.27639
ENSCHEDE, NETHERLANDS,52.27,6.87417
VALKENBURG, NETHERLANDS,52.1697,4.42611
WOENSDRECHT, NETHERLANDS,51.4489,4.34194
CORK, IRELAND,51.8428,-8.49194
GALWAY, IRELAND,53.3014,-8.93917
DONEGAL, IRELAND,55.0442,-8.34083
DUBLIN, IRELAND,53.4211,-6.27
CONNAUGHT, IRELAND,53.9103,-8.81833
KERRY, IRELAND,52.1808,-9.52361
CASEMENT, IRELAND,53.3028,-6.44278
SHANNON, IRELAND,52.7019,-8.92472
SLIGO, IRELAND,54.28,-8.59917
WATERFORD, IRELAND,52.1869,-7.08694
AARHUS, DENMARK,56.3042,10.6194
BILLUND, DENMARK,55.7403,9.15167
COPENHAGEN, DENMARK,55.6178,12.6558
ESBJERG, DENMARK,55.5258,8.55333
GRONHOLT, DENMARK,55.9411,12.3822
LINDTORP, DENMARK,56.3967,8.44333
KARUP, DENMARK,56.2972,9.12444
LAESO, DENMARK,57.2778,11.0014
MARIBO, DENMARK,54.6992,11.44
ODENSE, DENMARK,55.4761,10.3292
KRUSA-PADBORG, DENMARK,54.8703,9.27917
COPENHAGEN, DENMARK,55.5856,12.1314
RONNE, DENMARK,55.0631,14.7594
SOENDERBORG, DENMARK,54.9642,9.79167
SINDAL, DENMARK,57.5033,10.2292
SKRYDSTRUP, DENMARK,55.2253,9.26389
SKIVE, DENMARK,56.55,9.17278
THISTED, DENMARK,57.0686,8.705
VANDEL, DENMARK,55.6969,9.19333
KOLDING, DENMARK,55.4361,9.33083
VAGAR, FAROE ISL.,62.0636,-7.27694
VESTHIMMERLAND, DENMARK,56.8469,9.45861
STAUNING, DENMARK,55.99,8.35389
VAERLOSE, DENMARK,55.7672,12.3433
AALBORG, DENMARK,57.0928,9.84889
LUXEMBURG, LUXEMBURG,49.6264,6.21139
ALESUND, NORWAY,62.5603,6.11
ANDOYA, NORWAY,69.2925,16.1442
ALTA, NORWAY,69.9769,23.3661
FORDE, NORWAY,61.3925,5.76417
BOMOEN, NORWAY,60.6386,6.50139
BRONNOYSUND, NORWAY,65.4592,12.2136
BODOE, NORWAY,67.2689,14.3633
BERGEN, NORWAY,60.2933,5.21806
BATSFJORD, NORWAY,70.6,29.6925
KRISTIANSAND, NORWAY,58.2042,8.08528
DAGLI, NORWAY,60.4167,8.51389
BARDUFOSS, NORWAY,69.0556,18.5403
EVENES, NORWAY,68.4911,16.6781
OSLO, NORWAY,59.8956,10.6169
FAGERNES, NORWAY,61.0111,9.29306
FLORO, NORWAY,61.5839,5.025
OSLO, NORWAY,60.1939,11.1003
HAMAR, NORWAY,60.8183,11.0672
HAUGESUND, NORWAY,59.345,5.20833
HASVIK, NORWAY,70.4867,22.1397
KRISTIANSUND, NORWAY,63.1117,7.82444
KJELLER, NORWAY,59.9692,11.0358
KIRKENES, NORWAY,69.725,29.8875
LISTA, NORWAY,58.1003,6.625
MOLDE, NORWAY,62.7461,7.2725
MOSJOEN, NORWAY,65.7839,13.2147
BANAK, NORWAY,70.0686,24.9733
NOTODDEN, NORWAY,59.5656,9.21167
ORLAND, NORWAY,63.6989,9.60389
ROROS, NORWAY,62.5783,11.3422
RYGGE, NORWAY,59.3789,10.7856
SVALBARD, NORWAY,78.2461,15.4656
SOGNDAL, NORWAY,61.1561,7.13639
SKIEN, NORWAY,59.185,9.56694
STORD, NORWAY,59.7917,5.34083
SORKJOSEN, NORWAY,69.7869,20.9594
SVARTNES, NORWAY,70.3553,31.0447
SANDNESSJOEN, NORWAY,65.9567,12.4689
TROMSO, NORWAY,69.6833,18.9189
TORP, NORWAY,59.1867,10.2586
TRONDHEIM, NORWAY,63.4575,10.9397
STAVANGER, NORWAY,58.8767,5.63778
GDANSK, POLAND,54.3775,18.4661
KRAKOW, POLAND,50.0775,19.7847
KATOWICE, POLAND,50.2383,19.035
KOSZALIN, POLAND,54.0422,16.2636
KATOWICE, POLAND,50.4742,19.08
LODZ, POLAND,51.7219,19.3981
MIELEC, POLAND,50.3222,21.4619
POZNAN, POLAND,52.4211,16.8264
RZESZOW, POLAND,50.11,22.0189
SZCZECHIN, POLAND,53.5847,14.9019
SZCZECHIN, POLAND,53.3919,14.6336
SLUPSK, POLAND,54.4789,17.1075
SHAPAJA, PERU,53.7906,15.8281
WARSAW, POLAND,52.1656,20.9669
WROCLAW, POLAND,51.1025,16.8858
ZIELONA GORA, POLAND,52.1386,15.7986
LINKOEPING, SWEDEN,58.4022,15.5256
NORRKOEPING, SWEDEN,58.6108,16.1033
UPPSALA, SWEDEN,59.8972,17.5883
STOCKHOLM, SWEDEN,59.1808,17.9122
ANGELHOLM, SWEDEN,56.2958,12.8469
RONNEBY, SWEDEN,56.2667,15.265
HASSLOSA, SWEDEN,58.4092,13.2625
KNISLINGE, SWEDEN,56.1836,14.1322
MOHOLM, SWEDEN,58.5981,14.1136
KOSTA, SWEDEN,56.8442,15.4525
RADA, SWEDEN,58.4981,13.0531
BYHOLMA, SWEDEN,56.785,13.6017
GOTHENBORG, SWEDEN,57.6628,12.2797
JOENKOEPING, SWEDEN,57.7575,14.0686
FALKOPING, SWEDEN,58.1697,13.5878
LIDKOPING, SWEDEN,58.4653,13.1742
GOTHENBORG, SWEDEN,57.7747,11.8703
SKOVDE, SWEDEN,58.4564,13.9725
TROLLHATTAN, SWEDEN,58.3181,12.345
KARLSBORG, SWEDEN,58.5136,14.5069
SATENAS, SWEDEN,58.4264,12.7142
GIMO, SWEDEN,60.1328,18.105
STOCKHOLM, SWEDEN,59.4186,17.8906
KARLSKOGA, SWEDEN,59.3458,14.4958
MORA, SWEDEN,60.9578,14.5111
STOCKHOLM, SWEDEN,58.7886,16.9119
STRANGNAS, SWEDEN,59.3139,17.1092
ARVIKA, SWEDEN,59.6758,12.6392
BJORKVIK, SWEDEN,58.7908,16.5708
EMMABODA, SWEDEN,56.6106,15.6047
LJUNGBY, SWEDEN,56.9503,13.9217
KRISTIANSTAD, SWEDEN,55.9217,14.0853
LANDSKRONA, SWEDEN,55.9447,12.8608
OSKARSHAMN, SWEDEN,57.3503,16.4978
ANDERSTORP, SWEDEN,57.2642,13.5992
KALKMAR, SWEDEN,56.6853,16.2875
MALMOE, SWEDEN,55.53,13.3714
HALMSTAD, SWEDEN,56.6911,12.82
HAGSHULT, SWEDEN,57.2922,14.1372
VAXJO, SWEDEN,56.9289,14.7278
HALLVIKEN, SWEDEN,63.7383,15.4583
HEDE, SWEDEN,62.4089,13.7472
SVEG, SWEDEN,62.0478,14.4228
FARILA, SWEDEN,61.8981,15.7053
GALLIVARE, SWEDEN,67.1322,20.8144
HUDIKSVALL, SWEDEN,61.7681,17.0806
KUBBE, SWEDEN,63.6336,17.9397
JOKKMOKK, SWEDEN,66.4961,20.1469
KRAMFORS, SWEDEN,63.0483,17.7686
LYCKSELE, SWEDEN,64.5481,18.7161
OPTAND, SWEDEN,63.1286,14.8028
SUNDSVALL, SWEDEN,62.5281,17.4439
ORNSKOLDSVIK, SWEDEN,63.4083,18.99
PITEA, SWEDEN,65.3994,21.2653
KIRUNA, SWEDEN,67.8219,20.3367
ORSA, SWEDEN,61.19,14.7125
SKELLEFTEA, SWEDEN,64.6247,21.0767
SATTNA, SWEDEN,62.4811,17.0028
UMEA, SWEDEN,63.7917,20.2825
VILHELMINA, SWEDEN,64.5789,16.8333
ARVIDSJAUR, SWEDEN,65.59,19.2817
OREBRO, SWEDEN,59.2236,15.0378
HAGFORS, SWEDEN,60.02,13.5789
VASTERAS, SWEDEN,59.5894,16.6336
LULEA, SWEDEN,65.5436,22.1219
OSTERSUND, SWEDEN,63.1939,14.5019
VIDSEL, SWEDEN,65.8753,20.1497
HEDEN, SWEDEN,65.8361,21.4714
ARBOGA, SWEDEN,59.3864,15.9239
STOCKHOLM, SWEDEN,59.6519,17.9186
STOCKHOLM, SWEDEN,59.3542,17.9414
BORLANGE, SWEDEN,60.4219,15.515
HULTSFRED, SWEDEN,57.5256,15.8239
GAVLE, SWEDEN,60.5933,16.9514
LINKOEPING, SWEDEN,58.4061,15.6803
NORRKOEPING, SWEDEN,58.5861,16.2506
TORSBY, SWEDEN,60.1575,12.9911
ESKILSTUNA, SWEDEN,59.3508,16.7083
VISBY, SWEDEN,57.6628,18.3461
AMSELE, SWEDEN,64.5706,19.3142
MOHED, SWEDEN,64.9608,17.6964
IDRE, SWEDEN,61.8686,12.6906
FALLFORS, SWEDEN,65.1064,20.7606
KALIXFORS, SWEDEN,67.7647,20.2572
HEMAVAN, SWEDEN,65.8061,15.0828
SPANGDAHLEM, GERMANY,49.9725,6.6925
RAMSTEIN, GERMANY,49.4375,7.60139
BAMBERG, GERMANY,49.9203,10.9142
BAUMHOLDER, GERMANY,49.65,7.3
GIEBELSTADT, GERMANY,49.6481,9.96639
BRUECKEBURG, GERMANY,52.2783,9.08194
CELLE, GERMANY,52.5911,10.0219
RHEINE-BRENTLANGE, GERMANY,52.2911,7.38694
FRITZLAR, GERMANY,51.1144,9.28583
ITZEHOE, GERMANY,53.9944,9.57833
LAUPHEIM, GERMANY,48.2203,9.91
MENDIG, GERMANY,50.3658,7.315
NIEDERSTETTEN, GERMANY,49.3917,9.95806
ROTH, GERMANY,49.2175,11.1006
FASSBERG, GERMANY,52.9192,10.1836
COTTBUS, GERMANY,51.7678,14.2919
GRAFENWOEHR, GERMANY,49.6994,11.9411
HANAU, GERMANY,50.1692,8.96139
HEIDELBERG, GERMANY,49.3933,8.65194
HOHENFELS, GERMANY,49.2181,11.8361
KITZINGEN, GERMANY,49.7431,10.2006
EGGEBECK, GERMANY,54.6247,9.34139
NORDHOLZ, GERMANY,53.7675,8.65833
DIEPHOLZ, GERMANY,52.5853,8.34056
GEILENKIRCHEN, GERMANY,50.9608,6.0425
HOHN, GERMANY,54.3119,9.53806
JEVER, GERMANY,53.5333,7.88861
LAAGE, GERMANY,53.9181,12.2792
NOERVENICH, GERMANY,50.8311,6.65806
HOPSTEN, GERMANY,52.3386,7.54111
PRESCHEN, GERMANY,51.6636,14.6336
SCHLESWIG, GERMANY,54.4592,9.51611
WITTMUNDHAFEN, GERMANY,53.5478,7.66722
NEUBRANDENBURG, GERMANY,53.6019,13.3058
WUNSTORF, GERMANY,52.4572,9.42694
VILSECK, GERMANY,49.6336,11.7672
COLEMAN, GERMANY,49.5633,8.46333
WIESBADEN, GERMANY,50.0497,8.32528
LANDSBERG, GERMANY,48.0706,10.9058
BUECHEL, GERMANY,50.1736,7.06333
ERDING, GERMANY,48.3222,11.9486
FUERSTENFELDBRUCK, GERMANY,48.2056,11.2669
HOLZDORF, GERMANY,51.7678,13.1675
INGOLSTADT, GERMANY,48.7156,11.5339
LECHFELD, GERMANY,48.1861,10.8622
MEMMINGEN, GERMANY,47.9886,10.2394
NEUBURG, GERMANY,48.7108,11.2111
LAARBRUCH, GERMANY,51.6017,6.1425
GUETERSLOH, GERMANY,51.9228,8.30611
BRUEGGEN, GERMANY,51.1997,6.13194
ALEXANDER BAY, SOUTH AFRICA,-28.575,16.5333
AGGENEYS, SOUTH AFRICA,-29.2817,18.8136
ARNOT POWER STATION, SOUTH AFRICA,-25.9436,29.81
BRAKPAN, SOUTH AFRICA,-26.2386,28.3017
BISHO, SOUTH AFRICA,-32.8969,27.2789
BLOEMFONTEIN, SOUTH AFRICA,-29.0925,26.3022
BETHLEHEM, SOUTH AFRICA,-28.2483,28.3361
BOTHAVILLE, SOUTH AFRICA,-27.3667,26.6292
CARLETONVILLE, SOUTH AFRICA,-26.3694,27.35
CAPE TOWN, SOUTH AFRICA,-33.9647,18.6017
CALVINIA, SOUTH AFRICA,-31.5003,19.7258
DE AAR, SOUTH AFRICA,-30.6367,23.92
DWAALBOOM, SOUTH AFRICA,-24.805,26.8317
DUNDEE, SOUTH AFRICA,-28.1825,30.2244
DURBAN, SOUTH AFRICA,-29.97,30.9503
EAST LONDON, SOUTH AFRICA,-33.0356,27.8258
ERMELO, SOUTH AFRICA,-26.4953,29.98
ELLISRAS, SOUTH AFRICA,-23.7261,27.6875
FICKSBURG, SOUTH AFRICA,-28.8231,27.9089
JOHANNESBURG, SOUTH AFRICA,-25.9861,28.14
GEORGE, SOUTH AFRICA,-34.0053,22.3789
GIYANI, SOUTH AFRICA,-23.2836,30.6497
JOHANNESBURG, SOUTH AFRICA,-26.2425,28.1511
GRAHAMSTOWN, SOUTH AFRICA,-33.2847,26.4981
GREYTOWN, SOUTH AFRICA,-29.1219,30.5867
HARMONY, SOUTH AFRICA,-28.0786,26.8611
PULLENSHOPE, SOUTH AFRICA,-25.9794,29.6186
HEIDELBERG, SOUTH AFRICA,-26.5061,28.3939
HEIBRON, SOUTH AFRICA,-27.2783,27.9958
HARRISMITH, SOUTH AFRICA,-28.235,29.1061
HOEDSPRUIT, SOUTH AFRICA,-24.3686,31.0486
HENDRIK VERWOERDDAM, SOUTH AFRICA,-30.5619,25.5281
JOHANNESBURG, SOUTH AFRICA,-26.1392,28.2458
KLERKSDORP, SOUTH AFRICA,-26.8708,26.7178
KOMATI POWER STATION, SOUTH AFRICA,-26.0933,29.4547
KRIEL, SOUTH AFRICA,-26.2517,29.1944
KIMBERLEY, SOUTH AFRICA,-28.8028,24.765
KOMATIPOORT, SOUTH AFRICA,-25.4406,31.9297
KRUGERSDORP, SOUTH AFRICA,-26.0808,27.7256
KROONSTAD, SOUTH AFRICA,-27.6606,27.3156
KURUMAN, SOUTH AFRICA,-27.4567,23.4114
KLEINSEE, SOUTH AFRICA,-29.6883,17.0939
JOHANNESBURG, SOUTH AFRICA,-25.9383,27.9261
LADYBRAND, SOUTH AFRICA,-29.1811,27.4531
LICHTENBURG, SOUTH AFRICA,-26.1756,26.1844
LOUIS TRICHARDT, SOUTH AFRICA,-23.1597,29.6964
LANGEBAANWEG, SOUTH AFRICA,-32.9689,18.1603
LADYSMITH, SOUTH AFRICA,-28.5817,29.7497
MIDDELBURG, SOUTH AFRICA,-25.6847,29.44
MARGATE, SOUTH AFRICA,-30.8572,30.3428
MARBLE HALL, SOUTH AFRICA,-24.9889,29.2831
MAJUBA POWER STATION, SOUTH AFRICA,-27.0792,29.7783
MAFIKENG, SOUTH AFRICA,-25.7528,25.6119
MMABATHO, SOUTH AFRICA,-25.7983,25.5478
MALALANE, SOUTH AFRICA,-25.4733,31.5656
MESSINA, SOUTH AFRICA,-22.3558,29.9864
MKUZE, SOUTH AFRICA,-27.6258,32.0442
NEWCASTLE, SOUTH AFRICA,-27.7706,29.9767
NELSPRUIT, SOUTH AFRICA,-25.5006,30.9133
NYLSTROOM, SOUTH AFRICA,-24.6858,28.4347
OVERBERG, SOUTH AFRICA,-34.5553,20.2503
OUDTSHOORN, SOUTH AFRICA,-33.6069,22.1889
PIETERSBURG, SOUTH AFRICA,-23.8453,29.4586
PORT ELIZABETH, SOUTH AFRICA,-33.9847,25.6172
PLETTENBERG BAY, SOUTH AFRICA,-34.0903,23.3278
PHALABORWA, SOUTH AFRICA,-23.9369,31.1553
PIETERSBURG, SOUTH AFRICA,-23.9258,29.4842
PORT SAINT JOHNS, SOUTH AFRICA,-31.6058,29.5197
PIETERMARITZBURG, SOUTH AFRICA,-29.6489,30.3986
PILANESBERG, SOUTH AFRICA,-25.3336,27.1733
POTGIETERSRUS, SOUTH AFRICA,-24.2303,28.9836
POMFRET, SOUTH AFRICA,-25.8469,23.5378
POTCHEFSTROOM, SOUTH AFRICA,-26.6708,27.0817
PARYS, SOUTH AFRICA,-26.8892,27.5033
QUEENSTOWN, SOUTH AFRICA,-31.92,26.8819
RICHARD'S BAY, SOUTH AFRICA,-28.7408,32.0919
RUSTENBURG, SOUTH AFRICA,-25.6442,27.2711
ROBERTSON, SOUTH AFRICA,-33.8119,19.9028
SPRINGBOK, SOUTH AFRICA,-29.6892,17.9394
SECUNDA, SOUTH AFRICA,-26.5239,29.17
SALDANHA, SOUTH AFRICA,-32.9639,17.9692
SPRINGS, SOUTH AFRICA,-26.2483,28.3975
SWARTKOP, SOUTH AFRICA,-25.8094,28.1644
SISHEN, SOUTH AFRICA,-27.6483,22.9992
SACE, SOUTH AFRICA,-25.9614,29.2086
SKUKUZA, SOUTH AFRICA,-24.9608,31.5886
TOMMY'S FIELD, SOUTH AFRICA,-28.26,22.9931
THOHOYANDOU, SOUTH AFRICA,-23.0786,30.3833
THABA NCHU, BOPHUTHATSWANA,-29.3192,26.8233
BLOEMFONTEIN, SOUTH AFRICA,-29.0328,26.1575
TUTUKA, SOUTH AFRICA,-26.7764,29.3386
TZANEEN, SOUTH AFRICA,-23.8242,30.3292
ULUNDI, SOUTH AFRICA,-28.3206,31.4164
UPINGTON, SOUTH AFRICA,-28.4008,21.2606
UMTATA, SOUTH AFRICA,-31.5478,28.6742
VRYBURG, SOUTH AFRICA,-26.9822,24.7286
DURBAN, SOUTH AFRICA,-29.7706,31.0583
VANDERBIJLPARK, SOUTH AFRICA,-26.6922,27.7778
VREDENDAL, SOUTH AFRICA,-31.6408,18.5447
VEREENIGING, SOUTH AFRICA,-26.5661,27.9606
VRYHEID, SOUTH AFRICA,-27.7867,30.7953
PRETORIA, SOUTH AFRICA,-25.6536,28.2242
WITBANK, SOUTH AFRICA,-25.8322,29.1919
WATERKLOOF, SOUTH AFRICA,-25.83,28.2225
WELKOM, SOUTH AFRICA,-27.9978,26.6694
WESSELSBRUNN, SOUTH AFRICA,-27.8472,26.3497
YSTERPLAAT, SOUTH AFRICA,-33.9,18.4981
ZEERUST, SOUTH AFRICA,-25.5989,26.0422
FRANCISTOWN, BOTSWANA,-21.1594,27.4744
JWANENG, BOTSWANA,-24.6022,24.6908
KASANE, BOTSWANA,-17.8328,25.1622
MAUN, BOTSWANA,-19.9725,23.4308
ORAPA, BOTSWANA,-21.2664,25.3203
GABERONE, BOTSWANA,-24.555,25.9181
SELEBI-PHIKWE, BOTSWANA,-22.0583,27.8286
BRAZZAVILLE, CONGO,-4.25167,15.2528
IMPFONDO, CONGO,1.58944,18.0469
MAKOUA, CONGO,-0.0213889,15.5753
OWANDO, CONGO,-0.531111,15.95
OUESSO, CONGO,1.61583,16.0378
MAKABANA, CONGO,-3.48333,12.6167
LOUDIMA, CONGO,-4.20778,12.6608
POINTE-NOIRE, CONGO,-4.81333,11.8858
MANZINI, SWAZILAND,-26.5289,31.3075
BANGUI, CENTRAL AFRICAN REP.,4.39833,18.5186
BANGASSOU, CENTRAL AFRICAN REP.,4.78444,22.7814
BIRAO, CENTRAL AFRICAN REP.,10.2361,22.7172
BAMBARI, CENTRAL AFRICAN REP.,5.84694,20.6494
N'DELE, CENTRAL AFRICAN REP.,8.42667,20.635
BOUAR, CENTRAL AFRICAN REP.,5.95806,15.6375
BRIA, CENTRAL AFRICAN REP.,6.52806,21.9889
BERBERATI, CENTRAL AFRICAN REP.,4.22139,15.7861
YALINGA, CENTRAL AFRICAN REP.,45.1542,-89.1108
BATA, EQUATORIAL GUINEA,1.90528,9.80556
MALABO, EQUATORIAL GUINEA,3.75528,8.70861
WIDE AWAKE, ACORES,-7.96944,-14.3936
PLAISANCE, MAURITIUS,-20.43,57.6833
RODRIGUEZ ISLAND, MAURITIUS,-19.7578,63.3619
DIEGO GARCIA ISLAND, DIEGO GARCIA ISLAND,-7.31306,72.4108
TIKO, CAMEROON,4.08917,9.36028
DOUALA, CAMEROON,4.00583,9.71944
BATOURI, CAMEROON,4.47306,14.3636
MAROUA, CAMEROON,10.4514,14.2572
FOUMBAN, CAMEROON,5.63667,10.7506
N'GAOUNDERE, CAMEROON,7.35694,13.5592
GAROUA, CAMEROON,9.33583,13.37
BAFOUSSAM, CAMEROON,5.53694,10.3542
BAMENDA, CAMEROON,6.03917,10.1225
YAOUNDE, CAMEROON,3.83528,11.5236
KASOMPE, ZAMBIA,-12.5728,27.8939
KALABO, ZAMBIA,-14.9975,22.6475
LIVINGSTONE, ZAMBIA,-17.8217,25.8225
LUSAKA, ZAMBIA,-15.3306,28.4525
MANSA, ZAMBIA,-11.1381,28.875
MFUWE, ZAMBIA,-13.2586,31.9364
MONGU, ZAMBIA,-15.2544,23.1622
MUFULIRA, ZAMBIA,-12.5647,28.2986
NDOLA, ZAMBIA,-12.9981,28.6647
SOUTHDOWNS, ZAMBIA,-12.9003,28.1497
ZAMBEZI, ZAMBIA,-13.5386,23.1097
MORONI, COMOROS ISLANDS,-11.5336,43.2717
MOHELI, COMOROS ISLANDS,-12.2981,43.7664
MORONI, COMOROS ISLANDS,-11.7106,43.2436
ANJOUAN, COMOROS ISLANDS,-12.1317,44.4303
DZAOUDZI, MAYOTTE ISLAND,-12.8047,45.2811
ST.-DENIS, REUNION ISLAND,-20.8869,55.5103
ST.-PIERRE, REUNION ISLAND,-21.3208,55.4247
ANTANANARIVO, MADAGASCAR,-18.7967,47.4786
MIANDRIVAZO, MADAGASCAR,-19.5628,45.4508
SAINTE MARIE, MADAGASCAR,-17.0939,49.8158
TOAMASINA, MADAGASCAR,-18.1094,49.3925
MORONDAVA, MADAGASCAR,-20.2847,44.3175
ANTSIRANANA, MADAGASCAR,-12.3492,49.2917
MANANARA, MADAGASCAR,-16.1639,49.7736
ANDAPA, MADAGASCAR,-14.6517,49.6206
AMBILOBE, MADAGASCAR,-13.1883,48.9878
ANTALAHA, MADAGASCAR,-14.9992,50.32
ANALALAVA, MADAGASCAR,-14.6294,47.7636
MAHAJANGA, MADAGASCAR,-15.6672,46.3517
NOSY-BE, MADAGASCAR,-13.3122,48.3139
BESALAMPY, MADAGASCAR,-16.7419,44.4814
MAROANTSETRA, MADAGASCAR,-15.4367,49.6883
SAMBAVA, MADAGASCAR,-14.2786,50.1747
VOHEMAR, MADAGASCAR,-13.3758,50.0028
ANTSOHIHY, MADAGASCAR,-14.8986,47.9939
AMPAMPAMENA, MADAGASCAR,-13.4847,48.6325
TOLAGNARO, MADAGASCAR,-25.0381,46.9561
FIANARANTSOA, MADAGASCAR,-21.4414,47.1117
FARAFANGANA, MADAGASCAR,-22.8053,47.8206
MANAKARA, MADAGASCAR,-22.1197,48.0217
MANANJARY, MADAGASCAR,-21.2017,48.3581
MOROMBE, MADAGASCAR,-21.7536,43.3753
TOLIARA, MADAGASCAR,-23.3833,43.7283
M'BANZA-CONGO, ANGOLA,-6.26972,14.2469
BENGUELA, ANGOLA,-12.6089,13.4036
CABINDA, ANGOLA,-5.59694,12.1883
CHITATO, ANGOLA,-7.3575,20.8036
CAMAXILO, ANGOLA,-8.37361,18.9236
CAZOMBO, ANGOLA,-11.8936,22.9161
N'GIVA, ANGOLA,-17.0447,15.6869
HUAMBO, ANGOLA,-12.8086,15.7603
KUITO, ANGOLA,-12.4044,16.9472
LOBITO, ANGOLA,-12.3711,13.5364
LUANDA, ANGOLA,-8.85833,13.2311
MALANJE, ANGOLA,-9.525,16.3122
MENONGUE, ANGOLA,-14.6575,17.7197
MOCAMEDES, ANGOLA,-15.2611,12.1467
NEGAGE, ANGOLA,-7.75444,15.2875
PORTO AMBOIM, ANGOLA,-10.7219,13.7653
SAURIMO, ANGOLA,-9.68889,20.4317
SOYO, ANGOLA,-6.14083,12.3717
TOTO, ANGOLA,-7.14722,14.2481
LUENA, ANGOLA,-11.7681,19.8975
UIGE, ANGOLA,-7.60306,15.0278
XANGONGO, ANGOLA,-16.7553,14.9653
OYEM, GABON,1.54111,11.5808
OKONDJA, GABON,-0.665278,13.6731
LAMBARENE, GABON,-0.704167,10.2456
BITAM, GABON,2.07556,11.4931
MOANDA, GABON,-1.5375,13.2692
PORT GENTIL, GABON,-0.711667,8.75417
OMBOUE HOSPIAL, GABON,-1.57472,9.26278
MAKOKOU, GABON,0.579167,12.8908
LIBREVILLE, GABON,0.458333,9.41222
MITZIC, GABON,0.775556,11.5525
FRANCEVILLE, GABON,-1.65611,13.4378
LASTOURVILLE, GABON,-0.826389,12.7467
TCHIBANGA, GABON,-2.88889,10.9194
PRINCIPE, SAO TOME & PRINCIPE,1.66278,7.41167
SAO TOME, SAO TOME & PRINCIPE,0.378056,6.71194
BEIRA, MOZAMBIQUE,-19.7964,34.9075
CUAMBA, MOZAMBIQUE,-14.82,36.5319
CHIMOIO, MOZAMBIQUE,-19.1511,33.4289
ESTIMA, MOZAMBIQUE,-15.7342,32.7567
INHAMBANE, MOZAMBIQUE,-23.8764,35.4083
LICHINGA, MOZAMBIQUE,-13.2739,35.2661
LUMBO, MOZAMBIQUE,-15.0331,40.6717
MAPUTO, MOZAMBIQUE,-25.9208,32.5725
MUEDA, MOZAMBIQUE,-11.6728,39.5631
MOCIMBOA DA PRAIA, MOZAMBIQUE,-11.3617,40.3547
MARRUPA, MOZAMBIQUE,-13.225,37.5519
NACALA, MOZAMBIQUE,-14.4881,40.7122
NAMPULA, MOZAMBIQUE,-15.1056,39.2817
PEMBA, MOZAMBIQUE,-12.9867,40.5222
QUELIMANE, MOZAMBIQUE,-17.8556,36.8692
SONGO, MOZAMBIQUE,-15.6025,32.7731
TETE, MOZAMBIQUE,-16.1047,33.64
ULONGWE, MOZAMBIQUE,-14.7044,34.3522
VILANKULU, MOZAMBIQUE,-22.0183,35.3131
ALPHONSE, SEYCHELLES,-7.00472,52.7261
DESROCHES, SEYCHELLES,-5.69583,53.6544
FARQUHAR, SEYCHELLES,-10.1094,51.1761
MAHE, SEYCHELLES,-4.67417,55.5217
PRASLIN, SEYCHELLES,-4.31917,55.6914
COETIVY, SEYCHELLES,-7.16417,56.2639
SARH, CHAD,9.15111,18.3794
ABECHE, CHAD,13.8469,20.8442
MOUNDOU, CHAD,8.62028,16.0683
